Date,Likes,Retweets,Replies,Quotes,Engagement,Has_Media,Text,URL
"2025-12-09",12,1,2,0,15,true,"I didn't think the first reply I received from Matty was about a chicken joke... https://t.co/hFhQyNTkEw https://t.co/T2Aa5FPbBs","https://x.com/muse_jp_sol/status/1998291250429174080"
"2025-12-09",4,0,0,0,4,true,".@SolanaConf 
Bullish https://t.co/BptMOA6uSB","https://x.com/muse_jp_sol/status/1998300635373191378"
"2025-12-09",14,0,1,0,15,false,"Team members are coming from Japan!🇯🇵 
Let’s catch us!!! https://t.co/QzWko0fTJE","https://x.com/muse_jp_sol/status/1998300878722437493"
"2025-12-09",173,19,16,17,208,true,".@toly 
I came to see you directly from Japan and got a follow and repost!!! 
This is the true founder!!
@Axis__Solana STAY TUNE https://t.co/fwDunTke9o","https://x.com/muse_jp_sol/status/1998312670047637789"
"2025-12-09",4,1,0,0,5,false,"Cuuuuuuuute https://t.co/NvGjaLXu5x","https://x.com/muse_jp_sol/status/1998423434867708299"
"2025-12-10",10,0,2,0,12,true,"If you’re a real early-stage founder, kill the ego and grind like you’re fighting for air.
Live on damn cereal if you have to. https://t.co/FgKMgyFRur","https://x.com/muse_jp_sol/status/1998611831406080171"
"2025-12-10",11,1,1,0,13,true,"I luv this vibes https://t.co/5iWwIL3JrJ","https://x.com/muse_jp_sol/status/1998683985980043596"
"2025-12-11",68,2,5,0,75,true,"Got a selfie with  @mert at breakpoint!!!!
KEEP BUILDING!!!!!! https://t.co/uw7EXvkrXV","https://x.com/muse_jp_sol/status/1999019814216675540"
"2025-12-11",12,0,0,0,12,false,"Hahahahahahahaha https://t.co/GSJBS3cDYr","https://x.com/muse_jp_sol/status/1999095360632099002"
"2025-12-11",14,1,3,0,18,false,"BALDPOINT https://t.co/ESdVCj4Stw","https://x.com/muse_jp_sol/status/1999144328040755243"
"2025-12-11",29,1,8,2,38,true,"B A L D P O I N T https://t.co/cvNJUUaoMn","https://x.com/muse_jp_sol/status/1999162930693276027"
"2025-12-11",38,2,13,0,53,true,"Hey, let's get together with all the bald heads https://t.co/culHd7aRyA","https://x.com/muse_jp_sol/status/1999163716563247493"
"2025-12-11",27,0,4,0,31,true,"https://t.co/CLJAT3Mcfd https://t.co/7BCkda3qqW","https://x.com/muse_jp_sol/status/1999163792387969247"
"2025-12-12",16,2,4,2,22,true,"Man, shaving my head seriously feels like a whole rebirth.
Honestly, I’d been having a rough streak lately work wasn’t clicking and it was stressing me out.
But now? I don’t even care anymore.
’Cause guess what? I’m bald, baby! Hahaha！ https://t.co/aTkvnaBSTp","https://x.com/muse_jp_sol/status/1999325415442411955"
"2025-12-12",77,7,19,7,103,true,"I’ll do whatever it takes to win.

A few weeks ago I literally had like $2 in my account, and I still scraped together just enough to fly out to Breakpoint and Demo Day in Dubai.

No idea how I’m supposed to survive when I get back to Japan. I’m broke as hell lol.

And today, for https://t.co/gkP4KaB7JQ","https://x.com/muse_jp_sol/status/1999336316463726991"
"2025-12-12",10,0,1,0,11,true,"Dude, why you lookin’ like you’re horny as hell? https://t.co/2hTg0FK1IU https://t.co/nqbbHG2CqS","https://x.com/muse_jp_sol/status/1999428726036316512"
"2025-12-12",7,1,0,0,8,true,"Exactly this.

At Axis, we are fully integrating Phantom’s Embedded Wallet to ensure the smoothest onboarding experience possible.

Sign in with email. No seed phrases. Instant access. This is how we bring the next million users to on-chain indices. https://t.co/IRkaZ5Wwk4 https://t.co/CQ0vp5yEbt","https://x.com/muse_jp_sol/status/1999451291303710873"
"2025-12-12",1,0,0,0,1,false,"Actually, I quit college at the age of 20 and became a monk and I'm fully committed! https://t.co/0Bsi2DgGT9","https://x.com/muse_jp_sol/status/1999468166968459396"
"2025-12-12",5,2,0,0,7,false,"""Humility and hunger.""

Those are the words I’ll keep in mind as we build the index primitive for Solana. 

Honored to learn from the best @magicdhz.

Back to building. 🧑‍💻 https://t.co/DyFJndymQm","https://x.com/muse_jp_sol/status/1999478693387993614"
"2025-12-12",6,0,0,0,6,false,"I am Muse_jp.sol https://t.co/FYPE7qKOOy","https://x.com/muse_jp_sol/status/1999559076582470065"
"2025-12-12",6,0,1,0,7,false,"No way I thought this would turn real in just one week. https://t.co/MHIm0fUSQZ","https://x.com/muse_jp_sol/status/1999566417864327629"
"2025-12-13",9,0,1,0,10,false,"Hahahaha it’s me https://t.co/EB6EThMo1u","https://x.com/muse_jp_sol/status/1999726948944347386"
"2025-12-13",11,0,1,1,12,true,"I think you should definitely choose me https://t.co/mRhZ7ubWWn https://t.co/3KSqBTRjJ4","https://x.com/muse_jp_sol/status/1999811766776377606"
"2025-12-14",21,1,2,0,24,true,"2025 Retrospective: 

The Evolution into a Technical Founder 🏗️🌐

As I look back at my commit history and flight logs for 2025, one thing is clear: 

this was the year I stopped just coding and started architecting.

Here is the breakdown of a year dedicated to building on the https://t.co/sH6uJqnOxm","https://x.com/muse_jp_sol/status/2000169343787880864"
"2025-12-14",7,0,1,0,8,false,"I didn't expect to go home from abroad with Solana's friends I met Korea.

This is solana ecosystem","https://x.com/muse_jp_sol/status/2000276330265592194"
"2025-12-15",23,0,1,0,24,false,"Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo https://t.co/HnNDmGyJ2o","https://x.com/muse_jp_sol/status/2000463658682638419"
"2025-12-15",2,0,1,0,3,false,"OMOTENASHI
おもてなし https://t.co/klkvG3bhUw","https://x.com/muse_jp_sol/status/2000481873387274382"
"2025-12-15",3,0,0,0,3,false,"正直これをきっかけにイギリス行きたい俺もいます","https://x.com/muse_jp_sol/status/2000539654135947737"
"2025-12-15",15,0,2,0,17,false,"Arrived 🇯🇵","https://x.com/muse_jp_sol/status/2000543358276735070"
"2025-12-15",25,0,2,0,27,true,"When I returned home as a monk, I was sniffed around by a drug detection dog, and the Japanese spoke to me in English, and I was asked about my duties by the police.

This is the reason why Japan is peaceful https://t.co/xr3i3eJ1pq","https://x.com/muse_jp_sol/status/2000543802109599898"
"2025-12-16",35,1,5,1,41,true,"Dear @solana,

It was exactly one year ago that I first developed on Solana. 
It started simply scraping JLP prices to build a delta-neutral vault. 

That was my gateway to crypto. 

I remember being purely moved as a developer by this revolutionary, beautiful blockchain, driven https://t.co/8PH9r4PKuP","https://x.com/muse_jp_sol/status/2000866525859996003"
"2025-12-16",2,0,0,0,2,false,"This kind of initiative is very valuable https://t.co/Uhd99Rz6q7","https://x.com/muse_jp_sol/status/2001010858848354316"
"2025-12-16",3,0,0,0,3,false,"Exactly.

At present, each blockchain is in opposition, viewing the others as direct competitors. However, as the industry matures, I believe these differences will come to resemble the distinctions between national fiat currencies fundamentally different, yet coexisting within https://t.co/rrEzNgVUoj","https://x.com/muse_jp_sol/status/2001013829644509565"
"2025-12-16",0,0,0,0,0,false,"時間軸は常に一方通行で、
人生には時間だけが公平なものである。

どう生きたかなんてどうでも良く、どう生きるかが大切。

毎日が変わりゆく中で自分が動的な生物の人間であることを自覚する。

今は素敵で美しい人生を過ごせています。","https://x.com/muse_jp_sol/status/2001019033001574480"
"2025-12-16",12,0,1,0,13,true,"My brooooooo🔥🔥🔥🔥 https://t.co/b2DIsiBo9R https://t.co/rXtepDH9ue","https://x.com/muse_jp_sol/status/2001075856941441405"
"2025-12-17",8,0,4,0,12,true,"Gm from Tokyo cafe https://t.co/HhtOJaNb60","https://x.com/muse_jp_sol/status/2001101772438561164"
"2025-12-17",7,0,0,0,7,false,"“The market is cold, so we’re staying conservative.”

That’s what a VC told me 
and honestly, it’s terrifying.

This is coming from people who call themselves financial professionals.

No.
You invest when it’s cold. That’s the whole point.

NFTs. DeFi Summer. None of that was","https://x.com/muse_jp_sol/status/2001250616883167333"
"2025-12-17",1,0,0,0,1,false,"I just want to make a prototype for a week without thinking about fundraising.

I just want time for coding.","https://x.com/muse_jp_sol/status/2001291737726435527"
"2025-12-18",1,0,1,0,2,false,"Due to jet lag, the performance is almost 0….

Pls wait…..","https://x.com/muse_jp_sol/status/2001481562022658301"
"2025-12-18",5,0,0,0,5,false,"Decentralized NASDAQ.

Very good punchline https://t.co/nYtbQQqvoT","https://x.com/muse_jp_sol/status/2001483768679534760"
"2025-12-18",2,0,1,0,3,true,"To be honest, I struggle with depression. 
For the last 2 years, I've dealt with insomnia and suicidal thoughts, taking 12 pills every single day.

I know I don't need to say this, but I want you to understand that this condition shaped who I am. 

It’s why I’ve developed this https://t.co/62bhqSTibq","https://x.com/muse_jp_sol/status/2001670776936894616"
"2025-12-19",7,0,0,1,7,true,"Just applied to @MonkeVentures ! 🐒🍌

I felt the incredible power of the Monke family in Abu Dhabi. 
Thanks to @MonkeDAO, I’ve made friends all over the world and I’ve never been happier.

I want to give back everything I can to the best NFT project in the world. 

Let’s build. https://t.co/PNkTrn6Jbg","https://x.com/muse_jp_sol/status/2002001652514161023"
"2025-12-20",2,0,0,0,2,false,"A collection device called stable coins with yield","https://x.com/muse_jp_sol/status/2002218323950596448"
"2025-12-20",2,0,1,0,3,false,"This is a simple question, but why don't many Solana DeFi projects disclose their source code?","https://x.com/muse_jp_sol/status/2002261644261667208"
"2025-12-20",2,0,0,0,2,true,"It’s that time of year when The Nutcracker returns.
Of all composers, Tchaikovsky is the one I love most
and I have, for as long as I can remember. https://t.co/hiHabNOtXm","https://x.com/muse_jp_sol/status/2002355600404201773"
"2025-12-20",4,0,0,0,4,true,"A Korean friend shared this song with me, and I really liked the Japanese vibe.
It feels perfect for a cold, dry winter in Japan, and the lyrics are beautifully deep, so I added it to my playlist right away.
What are your favorite Japanese songs? Let me know in the replies! https://t.co/l6Dm5nW1b2","https://x.com/muse_jp_sol/status/2002376312133202014"
"2025-12-21",4,0,0,0,4,false,"I'm building the first one. I want to talk with u!
( Even with the same bald head ) https://t.co/BAlZKgAfhR","https://x.com/muse_jp_sol/status/2002650894979211340"
"2025-12-21",11,0,0,0,11,false,"After returning to Japan, I was impressed by the cleanliness of the toilet. 🚽 
This is the pride of Japan.","https://x.com/muse_jp_sol/status/2002652926033223970"
"2025-12-21",1,0,0,0,1,true,"I’m staying at a temple for ascetic training. https://t.co/UF5CcaCfa0","https://x.com/muse_jp_sol/status/2002653670606012698"
"2025-12-22",1,0,0,0,1,false,"lfg https://t.co/hvdcdxxkXu","https://x.com/muse_jp_sol/status/2003096658805199206"
"2025-12-22",5,0,4,0,9,true,"Axis is about to be reborn.

Your Strategy. Your ETF.

We’re releasing a test version soon, and this app will be completely private.

If you’d like to try it, reply to this post,
I’ll prioritize you for an invite code :) https://t.co/CnL9jEmP7b","https://x.com/muse_jp_sol/status/2003106099663348048"
"2025-12-23",4,0,1,0,5,true,"👀 https://t.co/HBfdCZGCwi","https://x.com/muse_jp_sol/status/2003352980700168665"
"2025-12-23",3,0,2,0,5,false,"Coding is the only thing that keeps my loneliness at bay.","https://x.com/muse_jp_sol/status/2003361346730271106"
"2025-12-23",2,0,1,0,3,true,"Japanese people don't notice that the Japanese sky is too beautiful. https://t.co/L1PJKUbQLy","https://x.com/muse_jp_sol/status/2003460533018833385"
"2025-12-23",3,0,0,0,3,false,"Your strategy. Your ETF. 
Decentralized Traded Fundon @solana . https://t.co/vpiqwJYEyN","https://x.com/muse_jp_sol/status/2003490142619885772"
"2025-12-24",1,0,0,0,1,true,"Imagine if you could have the experience of finding the strongest ETF, created by everyone, just like finding a woman of your preference.....🥵 https://t.co/dH3wTYk59L","https://x.com/muse_jp_sol/status/2003694026940428398"
"2025-12-25",8,0,0,0,8,true,"Japan style holiday https://t.co/1YTdBl5LZb","https://x.com/muse_jp_sol/status/2004157116320567755"
"2025-12-26",6,0,1,0,7,true,"Gm from Japan 🇯🇵 https://t.co/poPy20uMTe","https://x.com/muse_jp_sol/status/2004394583380443356"
"2025-12-26",2,0,3,0,5,true,"Calling yourself a technical founder does not mean that you can simply write code with AI.

It means you can  and are willing to do all of the following:

- Implement smart contracts
- Understand and analyze cutting-edge MEV before (or at least alongside) validators
- Endure https://t.co/MNKzxUyz7Z","https://x.com/muse_jp_sol/status/2004542565128065385"
"2025-12-26",0,0,0,0,0,false,"While many people are resting, I'm stocking the market with products.

FOUNDER MODE","https://x.com/muse_jp_sol/status/2004542788667662506"
"2025-12-27",1,0,0,0,1,false,"Komm, süsser Tod https://t.co/JRTadEnokI","https://x.com/muse_jp_sol/status/2004745439644713223"
"2025-12-27",0,0,0,0,0,false,"冬来たりなば春遠からじ。

If winter comes, can spring be far behind?

Those who can't invest in winter will be far from success","https://x.com/muse_jp_sol/status/2004852244945272976"
"2025-12-28",9,0,6,0,15,true,"Gm
I was able to make delicious coffee this morning, so today will be a good day https://t.co/ShNvT0X5SR","https://x.com/muse_jp_sol/status/2005111752074350902"
"2025-12-28",4,0,0,0,4,false,"Seeing the bond market already establishing itself as the next move for Solana, like with BNPL product @YumiFinance , I believe what's important for DeFi founders is to thoroughly learn the history of traditional finance.

It is inevitable from a historical interpretation that https://t.co/ujBtXLA9Sk","https://x.com/muse_jp_sol/status/2005120682330587277"
"2025-12-28",0,0,0,0,0,true,"What a challenge it is to get investors to grasp an overview of @jito_sol 's MEV, the MEV market on Solana, the problem of LVR, and JitoNCN as a solution in the minimum amount of time... 
I feel like a community leader... https://t.co/GXwL0yK1Zw","https://x.com/muse_jp_sol/status/2005228349162225881"
"2025-12-29",7,0,0,0,7,true,"Japan vibes is here https://t.co/04J7yNv0oo","https://x.com/muse_jp_sol/status/2005544033842819583"
"2025-12-29",4,0,1,0,5,false,"How do I get into @islanddao ?","https://x.com/muse_jp_sol/status/2005651658697851122"
"2025-12-29",4,0,1,0,5,false,"This should definitely be done at Mt. Fuji
@sns https://t.co/6J7QuTKEwx","https://x.com/muse_jp_sol/status/2005655193040683138"
"2025-12-29",6,0,1,0,7,false,"Bullish 
It's a great deal https://t.co/SjL7kCae05","https://x.com/muse_jp_sol/status/2005657468496691454"
"2025-12-30",4,0,0,0,4,false,"LFG https://t.co/HvcnDeY5fC","https://x.com/muse_jp_sol/status/2005880580848902361"
"2025-12-30",6,1,0,0,7,false,"I've probably watched this 40 times this vacation. 
The pitching is an art form.
respect! https://t.co/PGkCVHpSli","https://x.com/muse_jp_sol/status/2005916348287705464"
"2025-12-30",3,0,0,0,3,false,"I plan to use my year-end time to migrate from VSCode to NeoVim. https://t.co/OY3ijgFQy9","https://x.com/muse_jp_sol/status/2005948447455637596"
"2025-12-30",2,0,0,0,2,true,"Goodbye VScode
Hello neovim https://t.co/VUX3nyzItB","https://x.com/muse_jp_sol/status/2005962287417549118"
"2025-12-30",6,1,0,0,7,true,"Looks cool https://t.co/V92V1lO8EU","https://x.com/muse_jp_sol/status/2006026682482729447"
"2025-12-31",15,3,0,1,18,false,"noteで記事を書きました！この投稿をリポストするとお得に記事を読むことができます。
大学中退、残高300円からの逆転劇。Solana創業者にピッチして丸坊主になるまでの怒涛の2025年を振り返る。 | Muse @muse_jp_sol #note https://t.co/dE3eRr29Ub","https://x.com/muse_jp_sol/status/2006213538092876014"
"2025-12-31",136,12,2,1,150,false,"大学中退、起業、そして残高300円の極貧生活へ。 
そこからドバイに飛び、Solana創業者に直撃ピッチして丸坊主になるまでの、僕の怒涛の2025年を全て書き残しました。

エンジニアから始まり、世界で戦うスタートアップへ。 何度も死にかけましたが、最高の仲間に支えられて生き残りました。","https://x.com/muse_jp_sol/status/2006214323899883765"
"2025-12-31",0,0,0,0,0,false,"👀 https://t.co/rTU7IJA4Sb","https://x.com/muse_jp_sol/status/2006291522724212772"
"2025-12-31",4,0,0,0,4,false,"おれも分割キーボードデビューしたい‼️","https://x.com/muse_jp_sol/status/2006291842091061544"
"2025-12-31",1,0,0,0,1,false,"Anyway, i luv solana.
That's it.. https://t.co/EkDLoVhwaY","https://x.com/muse_jp_sol/status/2006309445014606246"
"2025-12-31",9,0,3,0,12,false,"Thank you to everyone I met this year!
Please continue to support Muse!
Much love! ❤️","https://x.com/muse_jp_sol/status/2006349954135269423"
"2025-12-31",12,0,1,0,13,true,"Happy New Year!🎆

For 2026, I haven’t just set goals
I’ve signed a binding contract with my future self.

As the Founder, I solemnly swear to execute every clause in this agreement:
- Secure Pre-Seed &amp; hit $10M valuation.
- Establish legal entity in Dubai.
- Dominate the Solana https://t.co/BL6q1wptnL","https://x.com/muse_jp_sol/status/2006390103007269119"
"2026-01-01",0,0,0,0,0,false,"俺はvimmerになってかっこよく開発したいので
ファイル操作にもたついてもまだ粘ります","https://x.com/muse_jp_sol/status/2006693520988615165"
"2026-01-01",0,0,0,0,0,false,"Full throttle, no brakes.
Who’s riding this unstoppable train? https://t.co/KILA07COBV","https://x.com/muse_jp_sol/status/2006736063579206072"
"2026-01-03",2,0,0,0,2,false,"wtf 😳 https://t.co/W3wFLAOgsW","https://x.com/muse_jp_sol/status/2007433328249499656"
"2026-01-05",1,0,2,0,3,false,"To everyone attending this event!
Time to see how much hair Muse regrew one month after BP 😆
I’m hoping to meet lots of teams through Jupiter on the day.
Muse will of course be there 
let’s meet in person!
My DMs are always open! https://t.co/ksyiZkTOj4","https://x.com/muse_jp_sol/status/2008079593048248323"
"2026-01-06",1,0,3,0,4,false,"I really want to go to this event. I’m feeling serious FOMO. https://t.co/btyGK3V4da","https://x.com/muse_jp_sol/status/2008503253928186250"
"2026-01-07",1,0,0,0,1,true,"I applied!! If approved, I'll have my head blonde!
(This is AI) https://t.co/bGSpeFZ2VS https://t.co/t4HdbjbH1t","https://x.com/muse_jp_sol/status/2008902390297321982"
"2026-01-07",16,0,17,0,33,false,"Why are the meme coins of my project being made without permission lol

Don't buy it because it's a 100% worthless garbage token.

https://t.co/Q43T2EIMlM","https://x.com/muse_jp_sol/status/2008903879627550993"
"2026-01-07",3,0,1,0,4,false,"In honor of my respected brother, who is acting meaningfully as a young man of the same age.

lfg https://t.co/uMQFvvtFkW","https://x.com/muse_jp_sol/status/2008905081417330952"
"2026-01-07",2,0,3,0,5,false,"This is sick https://t.co/pi0uv6z1Nx","https://x.com/muse_jp_sol/status/2008905433755648152"
"2026-01-07",0,0,2,0,2,false,"SNSでSolana上のドメインを簡単に取得できます！  
あなたのアイデンティティをSolanaで所有しましょう。   僕は musejp.sol です！ https://t.co/MtLamgBSeC","https://x.com/muse_jp_sol/status/2008920488371003541"
"2026-01-08",5,0,2,0,7,true,"See u there! 🇲🇾 https://t.co/8X2yd6lrtk","https://x.com/muse_jp_sol/status/2009137508333048045"
"2026-01-09",15,2,6,0,23,false,"Hey mom 
Everyone's betting their heads on my head right now! https://t.co/Kl7XtEYQiy","https://x.com/muse_jp_sol/status/2009580538965983568"
"2026-01-09",2,0,2,0,4,true,"The fact that my hair has turned golden means that I have power.

Like Goku https://t.co/HsyN7oqDVH","https://x.com/muse_jp_sol/status/2009620939340980276"
"2026-01-10",2,0,0,0,2,true,"See u there @mtndao https://t.co/Z8hDHHtyd7","https://x.com/muse_jp_sol/status/2009794743748964765"
"2026-01-10",2,0,0,0,2,false,"Omg I live it https://t.co/enryQfr2dr","https://x.com/muse_jp_sol/status/2009918156178129102"
"2026-01-10",2,0,1,0,3,false,"I don't have money to stay at a hotel,
so I'll bring a tent from Japan.
:) https://t.co/YlJlW4iEWi","https://x.com/muse_jp_sol/status/2009943046801228076"
"2026-01-10",3,0,2,0,5,true,"Sometimes I suddenly miss my hair…
But now, I got
- super Confidence
- A head like a golden egg
- Reduced the waste of time in the shower and dryer
Not bad 😀 https://t.co/ukgIMi68eE","https://x.com/muse_jp_sol/status/2009977082152136978"
"2026-01-11",2,0,0,0,2,false,"gm https://t.co/xzmgvSQ9GX","https://x.com/muse_jp_sol/status/2010182576473055442"
"2026-01-11",3,0,0,0,3,false,"Bullish 🔥 https://t.co/L8typBwSD8","https://x.com/muse_jp_sol/status/2010249353362055470"
"2026-01-12",11,0,3,0,14,true,"Gm
Lately, translation apps have started to feel like too much work,
so I’ve been boldly crafting completely broken English on my own.

To everyone involved: I sincerely apologize lol
Please keep watching (and laughing at) my growth.

P.S. Today is Coming of Age Day in Japan.🇯🇵 https://t.co/1rXUDCxEHY","https://x.com/muse_jp_sol/status/2010543952920018971"
"2026-01-12",2,0,2,0,4,true,"Today’s hair
Japanese PURIKURA https://t.co/qBaxzWGHFE https://t.co/wcyhZU8m52","https://x.com/muse_jp_sol/status/2010733733847114224"
"2026-01-12",2,0,0,0,2,false,"Can’t wait 
See u there!! https://t.co/MFMb7N9ujm","https://x.com/muse_jp_sol/status/2010747422327411163"
"2026-01-13",1,0,0,0,1,false,"I fucking hate the Japanese tax system","https://x.com/muse_jp_sol/status/2011027090976776616"
"2026-01-14",0,0,0,1,0,true,"Axis (@Axis__Solana) is probably getting a major rebrand soon.

Anyone can create an index — as easily as making a pizza 🍕
(Pentagon Pizza was inevitable)

Pizza is our newest experiment.

If you’re bullish, drop a cute name or your favorite food in the comments 👇 https://t.co/B3zFx5mhD9","https://x.com/muse_jp_sol/status/2011423278628561356"
"2026-01-15",14,1,5,1,20,true,"🚨 Hey, SLC people (residents &amp; visitors)! A broke founder needs your floor! 🚨

Gm! I’m flying into Salt Lake City for @mtndao  from Feb 5th - 28th, and I couldn’t be more hyped. 🏔️🔥

But here’s the reality check: 
I’ve gone completely ""all-in"" on my project. 
I’m right in the https://t.co/mDzqXbtxlU","https://x.com/muse_jp_sol/status/2011787081379693044"
"2026-01-16",1,0,1,0,2,false,"Haaaaaaaaaaaax https://t.co/wZkZ0B7V82","https://x.com/muse_jp_sol/status/2011979462964101468"
"2026-01-16",1,0,0,0,1,true,"Someone should build crypto-native futures fractional ownership markets for instruments.

Check out Stradivarius price appreciation:
• A rare 1714 Stradivarius sold for $11.3 M in 2025 (auction) 📈  
• The all-time record “Lady Blunt” Stradivarius sold for $15.9 M in 2011.  
• https://t.co/CpjLxCZ6IX","https://x.com/muse_jp_sol/status/2012022753759727764"
"2026-01-16",19,0,3,0,22,true,"Pre seed level https://t.co/So5fgcrrAq https://t.co/vKnLxGspnX","https://x.com/muse_jp_sol/status/2012042334872223837"
"2026-01-16",3,0,1,0,4,false,"I want to do it in Japan!!!!! https://t.co/uWiWEohy4j","https://x.com/muse_jp_sol/status/2012154108522946625"
"2026-01-17",14,0,3,2,17,true,"Hold on 🍕 https://t.co/F50uiMSgtG","https://x.com/muse_jp_sol/status/2012374043866132734"
"2026-01-18",2,0,1,0,3,true,"(2/11)

We started Axis back in April. 
My initial thesis was simple: 

""Why does everyone buy Index Funds in stocks, but not in Crypto?""

I thought DeFi was just immature and mimicking TradFi would work. 
I was a dev, not an investor, so I built what I thought the market needed. https://t.co/AvLgkl3AF7","https://x.com/muse_jp_sol/status/2012716357599789450"
"2026-01-18",3,0,2,0,5,true,"(3/11)

To test this hypothesis, we hustled everywhere. 
🇯🇵 @SuperteamJapan 
🇰🇷 @SuperteamKorea 
🇻🇳 @SuperteamVN  
🇦🇪 @SuperteamAE  (Dubai SEZ) 
🇦🇪 @SolanaConf  (Abu Dhabi) 
⚔️ @colosseum  (hackathon)

We spent a year and over $30k+ traveling and building. 
And we learned one https://t.co/HVibFLygoP","https://x.com/muse_jp_sol/status/2012716361546702963"
"2026-01-18",1,0,1,0,2,true,"(4/11)

""Nobody wants a 5% APY from an ETF in crypto.""

That’s it. 
It cost me everything to realize this, but it wasn't a waste. 

I met amazing people, got feedback, and secured some funding. 

Solana is incredibly kind to founders. 
You guys listened to me. https://t.co/6y1NAIyQYh","https://x.com/muse_jp_sol/status/2012716365963235349"
"2026-01-18",1,0,1,0,2,true,"(5/11)

So, it’s time to change. Axis is making a massive pivot.

Target Change 🎯 
No more targeting institutions. 
We are building for YOU. 
The real users. 

We’re ditching the ""serious DeFi"" vibes. 
We need something technical but fun. 
Something that captures the essence of https://t.co/Wvf6yH3L8V","https://x.com/muse_jp_sol/status/2012716369654251773"
"2026-01-18",1,0,1,0,2,true,"(6/11)

2. Product Change 🍕 
Before, we sold our ETF. 
Feedback: 

""Anyone can make an ETF."" 

I was annoyed at first, BUT they were right.

So, we are building a factory where ANYONE can create an ETF. 

Think of it like making a pizza. 
You choose your strategy (toppings), https://t.co/jryYS6iSg2","https://x.com/muse_jp_sol/status/2012716373643002065"
"2026-01-18",1,0,1,0,2,true,"(7/11)

Creators get paid, and users can invest in the best strategies. 
We aren't building on existing AMMs. 
Axis is the AMM for indice. 
We’re using @jito_sol  BAM to minimize MEV and make it rock solid. 🛡️

(https://t.co/hR68XgHfk7) https://t.co/LVKPeHoMLW","https://x.com/muse_jp_sol/status/2012716377530834957"
"2026-01-18",1,0,1,0,2,false,"(9/11)

Institutions manage risk too much. 
The market is chaotic. 
Sometimes you have to make crazy bets. 

Builders know this. 
Show us your best strategy. 

Let's maximize performance and ignite @solana .","https://x.com/muse_jp_sol/status/2012716382509735961"
"2026-01-18",1,0,1,0,2,false,"(8/11)

""How do we filter out the trash?"" 

Performance. That’s it. 

Only the pizzas (strategies) that actually make money long-term will survive.

This isn't a memecoin launchpad. 

This is the democratization of ETFs.","https://x.com/muse_jp_sol/status/2012716380555190525"
"2026-01-18",2,0,0,0,2,false,"(11/11)

PS: I’ll be in KL for the @JupiterExchange  event (Jan 30 - Feb 3) 🪐 
Then @mtndao  until the end of Feb ⛰️

Can’t wait to see you all again. 

Let's build.🧑‍💻","https://x.com/muse_jp_sol/status/2012716387631092151"
"2026-01-18",1,0,1,0,2,false,"(10/11)

We are developing furiously right now. 
Beta testing is coming in February. 

Remember the name Axis.

This will be a game-changer. I’m not stopping.

Love you, @solana  Family.","https://x.com/muse_jp_sol/status/2012716385177424071"
"2026-01-18",2,0,0,0,2,false,"When will this absurd chain tribalism finally be over?","https://x.com/muse_jp_sol/status/2012740603696881669"
"2026-01-18",29,2,6,1,37,true,"Gm fam ☀️ Beautiful weather in Tokyo today.  
I’m currently facing a serious financial crisis. 
(I literally have $10 left to my name across crypto and bank accounts lol).  

But my conviction in Axis (@Axis__Solana) has never been higher.  

Let me tell you why we are pivoting, https://t.co/tP8YbATmfQ","https://x.com/muse_jp_sol/status/2012774842588905874"
"2026-01-18",1,0,1,0,2,true,"(2/11)  

We started Axis back in April.  
My initial thesis was simple:   

""Why does everyone buy Index Funds in stocks, but not in Crypto?""  

I thought DeFi was just immature and mimicking TradFi would work.  
I was a dev, not an investor, so I built what I thought the market https://t.co/I8OwMMzLHg","https://x.com/muse_jp_sol/status/2012774846456016990"
"2026-01-18",4,0,1,0,5,true,"(3/11)  

To test this hypothesis, we hustled everywhere.  
🇯🇵@SuperteamJapan
🇰🇷 @SuperteamKorea
🇻🇳 @SuperteamVN
🇦🇪@SuperteamAE (Dubai SEZ) 
🇦🇪 @SolanaConf (Abu Dhabi)  
🏟️ @colosseum (hackathon) https://t.co/d6s0Bbyhux","https://x.com/muse_jp_sol/status/2012774850734231963"
"2026-01-18",2,0,1,0,3,true,"(4/11)  

""Nobody wants a 5% APY from an ETF in crypto."" 

That’s it.  It cost me everything to realize this, but it wasn't a waste.  
I met amazing people, got feedback, and secured some funding.   Solana is incredibly kind to founders.  You guys listened to me. https://t.co/IqCPi3FDGk","https://x.com/muse_jp_sol/status/2012774855054107007"
"2026-01-18",2,0,1,0,3,true,"(5/11)  

So, it’s time to change. Axis is making a massive pivot. 

Target Change 🎯  
No more targeting institutions.  
We are building for YOU.  The real users.  
We’re ditching the ""serious DeFi"" vibes.  
We need something technical but fun.  
Something that captures the https://t.co/vxF1ohbaP9","https://x.com/muse_jp_sol/status/2012774858732806336"
"2026-01-18",2,0,1,0,3,true,"(6/11)  

Product Change 🍕  
Before, we sold our ETF.  

Feedback:   ""Anyone can make an ETF.""  

I was annoyed at first, BUT they were right. 
So, we are building a factory where ANYONE can create an ETF.   
Think of it like making a pizza.  
You choose your strategy https://t.co/Eb3MEWyvo6","https://x.com/muse_jp_sol/status/2012774862239281258"
